month,year,usage,usage_normal,area,area_normal,floor,floor_normal,avgTemp,avgTemp_normal,semester
3,2556,16775,0.5494,16497.39,0.9105,14,1.0000,31,0.8571,0
4,2556,16000,0.5233,16497.39,0.9105,14,1.0000,32,1.0000,0
5,2556,16166,0.5289,16497.39,0.9105,14,1.0000,32,1.0000,0
6,2556,20682,0.6813,16497.39,0.9105,14,1.0000,30,0.7143,1
7,2556,20682,0.6813,16497.39,0.9105,14,1.0000,30,0.7143,1
8,2556,13066,0.4243,16497.39,0.9105,14,1.0000,30,0.7143,1
9,2556,20543,0.6766,16497.39,0.9105,14,1.0000,29,0.5714,1
10,2556,19257,0.6332,16497.39,0.9105,14,1.0000,29,0.5714,0
11,2556,24399,0.8068,16497.39,0.9105,14,1.0000,30,0.7143,1
12,2556,24000,0.7933,16497.39,0.9105,14,1.0000,25,0.0000,1
1,2557,20000,0.6583,16497.39,0.9105,14,1.0000,25,0.0000,1
2,2557,23471,0.7754,16497.39,0.9105,14,1.0000,28,0.4286,1
3,2557,23471,0.7754,16497.39,0.9105,14,1.0000,30,0.7143,1
4,2557,23471,0.7754,16497.39,0.9105,14,1.0000,31,0.8571,1
5,2557,23471,0.7754,16497.39,0.9105,14,1.0000,31,0.8571,1
6,2557,23471,0.7754,16497.39,0.9105,14,1.0000,30,0.7143,0
7,2557,19247,0.6329,16497.39,0.9105,14,1.0000,30,0.7143,0
8,2557,19247,0.6329,16497.39,0.9105,14,1.0000,29,0.5714,1
9,2557,11654,0.3766,16497.39,0.9105,14,1.0000,29,0.5714,1
10,2557,16868,0.5526,16497.39,0.9105,14,1.0000,29,0.5714,1
11,2557,6891,0.2158,16497.39,0.9105,14,1.0000,29,0.5714,1
12,2557,9271,0.2962,16497.39,0.9105,14,1.0000,27,0.2857,1
